complaint_id,product,issue,consumer_complaint_narrative,date_received
COMP-01109,Mortgage,Managing account,I have been trying to resolve this managing account for 64 days. The mortgage department keeps transferring me without helping.,2020-05-05
COMP-01110,Mortgage,Fraud or scam,I was charged an unexpected fee of $315 on my mortgage account. I called customer service and waited 16 minutes but got no resolution.,2024-06-18
COMP-01111,Checking account,Problem with payment,I was charged an unexpected fee of $165 on my checking account account. I called customer service and waited 96 minutes but got no resolution.,2023-09-15
COMP-01112,Auto loan,Managing account,The interest rate on my auto loan was changed without notice. This managing account is causing significant financial hardship.,2024-06-04
COMP-01113,Personal loan,Account access issues,My personal loan application was denied without explanation. The account access issues has been ongoing for 68 days and I have received no response.,2020-04-27
COMP-01114,Money transfer,Closing account,My money transfer application was denied without explanation. The closing account has been ongoing for 74 days and I have received no response.,2024-09-06
COMP-01115,Student loan,Fraud or scam,My student loan application was denied without explanation. The fraud or scam has been ongoing for 42 days and I have received no response.,2020-03-17
COMP-01116,Debt collection,Problem with payment,I was charged an unexpected fee of $304 on my debt collection account. I called customer service and waited 31 minutes but got no resolution.,2021-01-17
COMP-01117,Personal loan,Account access issues,My personal loan application was denied without explanation. The account access issues has been ongoing for 30 days and I have received no response.,2022-04-22
COMP-01118,Checking account,Unauthorized transactions,The interest rate on my checking account was changed without notice. This unauthorized transactions is causing significant financial hardship.,2024-08-20
COMP-01119,Checking account,Fraud or scam,My checking account application was denied without explanation. The fraud or scam has been ongoing for 48 days and I have received no response.,2023-04-26
COMP-01120,Student loan,Closing account,The interest rate on my student loan was changed without notice. This closing account is causing significant financial hardship.,2023-04-28
COMP-01121,Money transfer,Account access issues,I have been trying to resolve this account access issues for 58 days. The money transfer department keeps transferring me without helping.,2021-06-02
COMP-01122,Personal loan,Account access issues,The interest rate on my personal loan was changed without notice. This account access issues is causing significant financial hardship.,2020-06-19
COMP-01123,Student loan,Incorrect information on report,My student loan application was denied without explanation. The incorrect information on report has been ongoing for 19 days and I have received no response.,2023-03-12
COMP-01124,Mortgage,Unauthorized transactions,Unauthorized charges appeared on my mortgage. I reported the unauthorized transactions but the company refused to investigate properly.,2021-01-15
COMP-01125,Auto loan,Incorrect information on report,Unauthorized charges appeared on my auto loan. I reported the incorrect information on report but the company refused to investigate properly.,2023-04-05
COMP-01126,Checking account,Incorrect information on report,The interest rate on my checking account was changed without notice. This incorrect information on report is causing significant financial hardship.,2024-10-26
COMP-01127,Student loan,Closing account,My student loan application was denied without explanation. The closing account has been ongoing for 28 days and I have received no response.,2021-10-16
COMP-01128,Auto loan,Fraud or scam,I have been trying to resolve this fraud or scam for 60 days. The auto loan department keeps transferring me without helping.,2024-10-07
COMP-01129,Money transfer,Problem with payment,Unauthorized charges appeared on my money transfer. I reported the problem with payment but the company refused to investigate properly.,2022-04-07
